Filename	10-23-23-pegda-pegmea-0a380-0litfsi
Instrument name	DSC2A-01583 (172.23.160.11)
Operator	JJS
rundate	10/7/2024
Sample name	10-23-23-pegda-pegmea-0a380-0litfsi
proceduresegments	Ramp 5.00 °C/min to 120.00 °C; Ramp 5.00 °C/min to -100.00 °C; Ramp 5.00 °C/min to 120.00 °C; Ramp 5.00 °C/min to -100.00 °C; Ramp 5.00 °C/min to 120.00 °C
[step]
Ramp 5.00 °C/min to -100.00 °C
Time	Temperature	Heat Flow (Normalized)
113.86	86.64	0.131
113.85	86.68	0.131
113.85	86.68	0.131
113.86	86.66	0.131
113.86	86.65	0.131
113.86	86.64	0.131
113.86	86.64	0.131
113.86	86.63	0.131
113.85	86.67	0.131
113.86	86.63	0.131
113.87	86.61	0.131
113.87	86.60	0.131
113.87	86.59	0.131
113.87	86.58	0.131
113.87	86.58	0.131
113.88	86.57	0.131
113.88	86.56	0.131
113.88	86.55	0.131
113.88	86.54	0.131
113.88	86.54	0.131
113.88	86.53	0.131
113.86	86.62	0.131
113.86	86.62	0.131
113.87	86.60	0.131
113.87	86.59	0.131
113.87	86.58	0.131
113.87	86.58	0.131
113.88	86.57	0.131
113.88	86.56	0.131
113.88	86.55	0.131
113.88	86.54	0.131
113.88	86.54	0.131
113.88	86.53	0.131
113.89	86.52	0.131
113.87	86.61	0.131
113.89	86.52	0.131
113.89	86.50	0.131
113.89	86.49	0.131
113.89	86.49	0.131
113.89	86.48	0.131
113.90	86.47	0.131
113.90	86.46	0.131
113.90	86.45	0.131
113.89	86.51	0.131
113.89	86.50	0.131
113.89	86.49	0.131
113.89	86.49	0.131
113.89	86.48	0.131
113.90	86.47	0.131
113.90	86.46	0.131
113.90	86.45	0.131
113.90	86.44	0.131
113.89	86.51	0.131
113.90	86.44	0.131
113.90	86.43	0.131
113.90	86.42	0.131
113.91	86.41	0.131
113.91	86.40	0.131
113.91	86.39	0.131
113.91	86.39	0.131
113.90	86.43	0.131
113.90	86.43	0.131
113.90	86.42	0.131
113.91	86.41	0.131
113.91	86.40	0.131
113.91	86.39	0.131
113.91	86.39	0.131
113.91	86.38	0.131
113.90	86.43	0.131
113.91	86.38	0.131
113.92	86.36	0.131
113.92	86.35	0.131
113.92	86.34	0.131
113.92	86.34	0.131
113.92	86.33	0.131
113.93	86.32	0.131
113.91	86.37	0.131
113.91	86.37	0.131
113.92	86.35	0.131
113.92	86.34	0.131
113.92	86.34	0.131
113.92	86.33	0.131
113.93	86.32	0.131
113.93	86.31	0.131
113.92	86.36	0.131
113.93	86.31	0.131
113.93	86.29	0.131
113.93	86.29	0.131
113.93	86.28	0.131
113.94	86.27	0.131
113.94	86.26	0.131
113.93	86.30	0.131
113.93	86.30	0.131
113.93	86.29	0.131
113.93	86.28	0.131
113.94	86.27	0.131
113.94	86.26	0.131
113.93	86.29	0.131
113.94	86.25	0.131
113.94	86.24	0.131
113.94	86.23	0.131
113.95	86.22	0.131
113.95	86.21	0.131
113.94	86.24	0.131
113.94	86.24	0.131
113.94	86.24	0.131
113.94	86.23	0.131
113.95	86.22	0.131
113.95	86.21	0.131
113.94	86.25	0.131
113.95	86.19	0.131
113.95	86.19	0.131
113.95	86.18	0.131
113.95	86.17	0.130
113.95	86.20	0.131
113.95	86.19	0.131
113.95	86.19	0.131
113.95	86.18	0.131
113.95	86.17	0.130
113.95	86.20	0.131
113.96	86.16	0.130
113.96	86.14	0.130
113.96	86.13	0.130
113.96	86.13	0.130
113.96	86.12	0.131
113.96	86.15	0.130
113.96	86.16	0.130
113.96	86.14	0.130
113.96	86.13	0.130
113.96	86.13	0.130
113.96	86.12	0.131
113.97	86.11	0.132
113.96	86.15	0.130
113.97	86.11	0.132
113.97	86.09	0.135
113.97	86.09	0.135
113.97	86.08	0.135
113.98	86.07	0.135
113.98	86.06	0.135
113.97	86.10	0.134
113.97	86.10	0.134
113.97	86.09	0.135
113.97	86.08	0.135
113.98	86.07	0.135
113.98	86.06	0.135
113.98	86.05	0.135
113.97	86.09	0.135
113.98	86.05	0.135
113.98	86.04	0.134
113.98	86.03	0.134
113.99	86.02	0.134
113.99	86.01	0.134
113.98	86.04	0.135
113.98	86.04	0.135
113.98	86.03	0.134
113.99	86.02	0.134
113.99	86.01	0.134
113.99	86.00	0.134
113.98	86.04	0.134
113.99	86.00	0.134
113.99	85.98	0.134
113.99	85.98	0.134
114.00	85.97	0.134
114.00	85.96	0.134
114.00	85.95	0.134
113.99	85.99	0.134
113.99	85.99	0.134
113.99	85.98	0.134
114.00	85.97	0.134
114.00	85.96	0.134
114.00	85.95	0.134
113.99	85.98	0.134
114.00	85.94	0.134
114.00	85.93	0.134
114.00	85.92	0.134
114.01	85.91	0.134
114.01	85.90	0.134
114.01	85.89	0.134
114.00	85.94	0.134
114.00	85.94	0.134
114.00	85.93	0.134
114.00	85.92	0.134
114.01	85.91	0.134
114.01	85.90	0.134
114.01	85.89	0.134
114.00	85.94	0.134
114.01	85.89	0.134
114.01	85.87	0.134
114.02	85.86	0.134
114.02	85.85	0.134
114.02	85.84	0.134
114.01	85.88	0.134
114.01	85.89	0.134
114.01	85.87	0.134
114.02	85.86	0.134
114.02	85.85	0.134
114.02	85.84	0.134
114.01	85.88	0.134
114.02	85.84	0.134
114.03	85.82	0.134
114.03	85.81	0.134
114.03	85.80	0.134
114.03	85.79	0.134
114.03	85.79	0.134
114.03	85.78	0.134
114.04	85.77	0.134
114.04	85.76	0.134
114.04	85.75	0.134
114.04	85.74	0.134
114.02	85.83	0.134
114.02	85.84	0.134
114.03	85.82	0.134
114.03	85.81	0.134
114.03	85.80	0.134
114.03	85.79	0.134
114.03	85.79	0.134
114.03	85.78	0.134
114.04	85.77	0.134
114.04	85.76	0.134
114.04	85.75	0.134
114.04	85.74	0.134
114.04	85.74	0.134
114.02	85.83	0.134
114.04	85.74	0.134
114.05	85.72	0.134
114.05	85.71	0.134
114.05	85.70	0.134
114.05	85.69	0.134
114.05	85.69	0.134
114.05	85.68	0.134
114.05	85.67	0.134
114.06	85.66	0.134
114.06	85.65	0.134
114.06	85.64	0.133
114.06	85.64	0.133
114.04	85.73	0.134
114.04	85.73	0.134
114.05	85.71	0.134
114.05	85.70	0.134
114.05	85.69	0.134
114.05	85.69	0.134
114.05	85.68	0.134
114.05	85.67	0.134
114.06	85.66	0.134
114.06	85.65	0.134
114.06	85.64	0.133
114.06	85.64	0.133
114.05	85.72	0.134
114.06	85.63	0.133
114.07	85.61	0.133
114.07	85.60	0.133
114.07	85.59	0.133
114.07	85.59	0.133
114.06	85.62	0.133
114.06	85.63	0.133
114.07	85.61	0.133
114.07	85.60	0.133
114.07	85.59	0.133
114.07	85.59	0.133
114.06	85.62	0.133
114.07	85.58	0.133
114.08	85.56	0.133
114.08	85.55	0.133
114.08	85.54	0.133
114.08	85.57	0.133
114.07	85.58	0.133
114.08	85.56	0.133
114.08	85.55	0.133
114.08	85.54	0.133
114.08	85.54	0.133
114.08	85.57	0.133
114.08	85.54	0.133
114.09	85.52	0.133
114.09	85.51	0.133
114.09	85.50	0.133
114.09	85.49	0.133
114.08	85.53	0.133
114.08	85.53	0.133
114.09	85.51	0.133
114.09	85.50	0.133
114.09	85.49	0.133
114.09	85.52	0.133
114.09	85.49	0.133
114.10	85.47	0.133
114.10	85.46	0.133
114.10	85.45	0.133
114.09	85.48	0.133
114.09	85.48	0.133
114.10	85.47	0.133
114.10	85.46	0.133
114.10	85.45	0.133
114.10	85.44	0.133
114.09	85.49	0.133
114.10	85.44	0.133
114.10	85.43	0.133
114.10	85.42	0.133
114.11	85.41	0.133
114.11	85.40	0.133
114.11	85.39	0.133
114.10	85.44	0.133
114.10	85.44	0.133
114.10	85.42	0.133
114.11	85.41	0.133
114.11	85.40	0.133
114.11	85.39	0.133
114.11	85.39	0.133
114.10	85.43	0.133
114.11	85.39	0.133
114.11	85.37	0.133
114.12	85.36	0.133
114.12	85.35	0.133
114.12	85.34	0.133
114.12	85.34	0.133
114.11	85.38	0.133
114.11	85.38	0.133
114.12	85.36	0.133
114.12	85.35	0.133
114.12	85.34	0.133
114.12	85.34	0.133
114.12	85.33	0.133
114.11	85.37	0.133
114.12	85.33	0.133
114.13	85.31	0.133
114.13	85.30	0.133
114.13	85.29	0.132
114.13	85.29	0.132
114.13	85.28	0.132
114.13	85.32	0.133
114.13	85.32	0.133
114.13	85.30	0.133
114.13	85.29	0.132
114.13	85.29	0.132
114.13	85.28	0.132
114.14	85.27	0.132
114.13	85.31	0.133
114.14	85.27	0.132
114.14	85.25	0.132
114.14	85.25	0.132
114.14	85.24	0.132
114.14	85.23	0.132
114.15	85.22	0.132
114.14	85.26	0.132
114.14	85.25	0.132
114.14	85.25	0.132
114.14	85.24	0.132
114.14	85.23	0.132
114.15	85.22	0.132
114.14	85.26	0.132
114.15	85.21	0.132
114.15	85.19	0.132
114.15	85.19	0.132
114.15	85.18	0.132
114.15	85.20	0.132
114.15	85.21	0.132
114.15	85.19	0.132
114.15	85.19	0.132
114.15	85.18	0.132
114.15	85.17	0.132
114.15	85.20	0.132
114.15	85.17	0.132
114.16	85.15	0.132
114.16	85.15	0.132
114.16	85.14	0.132
114.16	85.13	0.132
114.16	85.12	0.132
114.16	85.16	0.132
114.16	85.16	0.132
114.16	85.15	0.132
114.16	85.14	0.132
114.16	85.13	0.132
114.16	85.12	0.132
114.17	85.11	0.132
114.16	85.15	0.132
114.17	85.11	0.132
114.17	85.09	0.132
114.17	85.09	0.132
114.17	85.08	0.132
114.18	85.07	0.132
114.18	85.06	0.132
114.17	85.10	0.132
114.17	85.09	0.132
114.17	85.09	0.132
114.17	85.08	0.132
114.18	85.07	0.132
114.18	85.06	0.132
114.18	85.05	0.132
114.17	85.10	0.132
114.18	85.05	0.132
114.18	85.04	0.132
114.18	85.03	0.132
114.19	85.02	0.132
114.19	85.01	0.132
114.19	85.00	0.132
114.18	85.04	0.132
114.18	85.04	0.132
114.18	85.03	0.132
114.19	85.02	0.132
114.19	85.01	0.132
114.19	85.00	0.132
114.19	84.99	0.132
114.18	85.04	0.132
114.19	84.99	0.132
114.19	84.98	0.132
114.20	84.97	0.132
114.20	84.96	0.132
114.20	84.95	0.132
114.20	84.94	0.132
114.20	84.94	0.132
114.19	84.99	0.132
114.19	84.99	0.132
114.20	84.97	0.132
114.20	84.96	0.132
114.20	84.95	0.132
114.20	84.94	0.132
114.20	84.94	0.132
114.19	84.98	0.132
114.20	84.93	0.132
114.21	84.91	0.132
114.21	84.90	0.132
114.21	84.89	0.132
114.21	84.89	0.132
114.21	84.88	0.132
114.21	84.87	0.132
114.22	84.86	0.132
114.22	84.85	0.132
114.22	84.84	0.132
114.22	84.84	0.132
114.22	84.83	0.132
114.20	84.92	0.132
114.20	84.93	0.132
114.21	84.91	0.132
114.21	84.90	0.132
114.21	84.89	0.132
114.21	84.89	0.132
114.21	84.88	0.132
114.21	84.87	0.132
114.22	84.86	0.132
114.22	84.85	0.132
114.22	84.84	0.132
114.22	84.84	0.132
114.22	84.83	0.132
114.23	84.82	0.132
114.20	84.92	0.132
114.23	84.82	0.132
114.23	84.80	0.132
114.23	84.79	0.132
114.23	84.79	0.132
114.23	84.78	0.132
114.24	84.77	0.132
114.24	84.76	0.132
114.24	84.75	0.132
114.24	84.75	0.132
114.23	84.81	0.132
114.23	84.81	0.132
114.23	84.79	0.132
114.23	84.79	0.132
114.23	84.78	0.132
114.24	84.77	0.132
114.24	84.76	0.132
114.24	84.75	0.132
114.24	84.75	0.132
114.23	84.80	0.132
114.24	84.74	0.132
114.25	84.72	0.132
114.25	84.71	0.132
114.25	84.70	0.132
114.25	84.70	0.132
114.24	84.73	0.132
114.24	84.74	0.132
114.25	84.72	0.132
114.25	84.71	0.132
114.25	84.70	0.132
114.25	84.70	0.132
114.25	84.69	0.132
114.24	84.73	0.132
114.25	84.69	0.132
114.25	84.67	0.132
114.26	84.66	0.132
114.26	84.65	0.132
114.26	84.65	0.132
114.26	84.64	0.132
114.26	84.63	0.132
114.25	84.68	0.132
114.25	84.68	0.132
114.26	84.66	0.132
114.26	84.65	0.132
114.26	84.65	0.132
114.26	84.64	0.132
114.26	84.63	0.132
114.26	84.62	0.132
114.25	84.67	0.132
114.26	84.62	0.132
114.27	84.60	0.132
114.27	84.60	0.132
114.27	84.59	0.132
114.27	84.58	0.132
114.28	84.57	0.132
114.27	84.61	0.132
114.27	84.61	0.132
114.27	84.60	0.132
114.27	84.59	0.132
114.27	84.58	0.132
114.28	84.57	0.132
114.27	84.60	0.132
114.28	84.56	0.132
114.28	84.55	0.132
114.28	84.54	0.132
114.28	84.53	0.132
114.29	84.52	0.132
114.28	84.55	0.132
114.28	84.56	0.132
114.28	84.55	0.132
114.28	84.54	0.132
114.28	84.53	0.132
114.29	84.52	0.132
114.28	84.55	0.132
114.29	84.51	0.132
114.29	84.50	0.132
114.29	84.49	0.132
114.29	84.48	0.132
114.29	84.50	0.132
114.29	84.50	0.132
114.29	84.50	0.132
114.29	84.49	0.132
114.29	84.48	0.132
114.30	84.47	0.132
114.29	84.51	0.132
114.30	84.47	0.132
114.30	84.45	0.132
114.30	84.45	0.132
114.30	84.44	0.132
114.30	84.43	0.132
114.30	84.46	0.132
114.30	84.46	0.132
114.30	84.45	0.132
114.30	84.44	0.132
114.30	84.43	0.132
114.30	84.42	0.132
114.30	84.45	0.132
114.30	84.42	0.132
114.31	84.40	0.132
114.31	84.39	0.132
114.31	84.39	0.132
114.31	84.38	0.132
114.31	84.37	0.132
114.32	84.36	0.132
114.31	84.41	0.132
114.31	84.41	0.132
114.31	84.39	0.132
114.31	84.39	0.132
114.31	84.38	0.132
114.31	84.37	0.132
114.32	84.36	0.132
114.32	84.35	0.132
114.31	84.40	0.132
114.32	84.35	0.132
114.32	84.34	0.132
114.32	84.33	0.132
114.33	84.32	0.132
114.33	84.31	0.132
114.33	84.30	0.132
114.32	84.35	0.132
114.32	84.35	0.132
114.32	84.33	0.132
114.33	84.32	0.132
114.33	84.31	0.132
114.33	84.30	0.132
114.33	84.30	0.132
114.32	84.34	0.132
114.33	84.30	0.132
114.33	84.28	0.132
114.34	84.27	0.132
114.34	84.26	0.132
114.34	84.25	0.132
114.34	84.25	0.132
114.33	84.29	0.132
114.33	84.29	0.132
114.34	84.27	0.132
114.34	84.26	0.132
114.34	84.25	0.132
114.34	84.25	0.132
114.34	84.24	0.132
114.33	84.28	0.132
114.34	84.24	0.132
114.35	84.22	0.132
114.35	84.21	0.132
114.35	84.20	0.132
114.35	84.19	0.132
114.34	84.23	0.132
114.35	84.22	0.132
114.35	84.21	0.132
114.35	84.20	0.132
114.35	84.19	0.132
114.35	84.19	0.132
114.35	84.18	0.132
114.35	84.17	0.132
114.34	84.23	0.132
114.35	84.19	0.132
114.35	84.17	0.132
114.36	84.16	0.132
114.36	84.15	0.132
114.36	84.14	0.132
114.35	84.18	0.132
114.36	84.16	0.132
114.36	84.14	0.132
114.36	84.14	0.132
114.36	84.13	0.132
114.36	84.12	0.132
114.37	84.11	0.132
114.36	84.15	0.132
114.36	84.14	0.132
114.36	84.12	0.132
114.37	84.11	0.132
114.37	84.10	0.132
114.37	84.09	0.132
114.37	84.09	0.132
114.37	84.08	0.132
114.38	84.07	0.132
114.38	84.06	0.132
114.38	84.05	0.132
114.36	84.13	0.132
114.37	84.10	0.132
114.37	84.09	0.132
114.37	84.08	0.132
114.38	84.07	0.132
114.38	84.06	0.132
114.38	84.05	0.132
114.38	84.04	0.132
114.38	84.04	0.132
114.38	84.03	0.132
114.39	84.02	0.132
114.39	84.01	0.132
114.39	84.00	0.132
114.37	84.09	0.132
114.38	84.04	0.132
114.38	84.03	0.132
114.39	84.02	0.132
114.39	84.01	0.132
114.39	84.00	0.132
114.39	84.00	0.132
114.39	83.99	0.132
114.39	83.98	0.132
114.40	83.97	0.132
114.38	84.04	0.132
114.39	84.00	0.132
114.39	83.98	0.132
114.40	83.97	0.132
114.40	83.96	0.132
114.40	83.95	0.132
114.40	83.95	0.132
114.39	83.99	0.132
114.40	83.96	0.132
114.40	83.95	0.132
114.40	83.94	0.132
114.40	83.93	0.132
114.40	83.92	0.132
114.41	83.91	0.132
114.40	83.95	0.132
114.40	83.94	0.132
114.40	83.92	0.132
114.41	83.91	0.132
114.41	83.90	0.132
114.41	83.89	0.132
114.40	83.93	0.132
114.41	83.89	0.132
114.41	83.89	0.132
114.41	83.88	0.132
114.41	83.87	0.132
114.41	83.90	0.132
114.41	83.89	0.132
114.41	83.87	0.132
114.42	83.86	0.132
114.42	83.85	0.132
114.42	83.85	0.132
114.42	83.84	0.132
114.41	83.88	0.132
114.42	83.85	0.132
114.42	83.85	0.132
114.42	83.84	0.132
114.42	83.83	0.132
114.42	83.86	0.132
114.43	83.82	0.132
114.43	83.80	0.132
114.43	83.79	0.132
114.43	83.79	0.132
114.43	83.81	0.132
114.42	83.83	0.132
114.43	83.81	0.132
114.43	83.80	0.132
114.43	83.79	0.132
114.43	83.79	0.132
114.43	83.78	0.132
114.43	83.82	0.132
114.43	83.78	0.132
114.44	83.76	0.132
114.44	83.75	0.132
114.44	83.75	0.132
114.44	83.74	0.132
114.44	83.73	0.132
114.44	83.77	0.132
114.44	83.77	0.132
114.44	83.75	0.132
114.44	83.75	0.132
114.44	83.74	0.132
114.44	83.73	0.132
114.45	83.72	0.132
114.45	83.71	0.132
114.44	83.76	0.132
114.45	83.72	0.132
114.45	83.70	0.132
114.45	83.69	0.132
114.45	83.69	0.132
114.45	83.71	0.132
114.45	83.70	0.132
114.45	83.69	0.132
114.45	83.68	0.132
114.45	83.67	0.132
114.46	83.66	0.132
114.46	83.65	0.132
114.45	83.69	0.132
114.45	83.67	0.132
114.46	83.66	0.132
114.46	83.65	0.132
114.46	83.64	0.132
114.46	83.64	0.132
114.46	83.63	0.132
114.45	83.68	0.132
114.46	83.64	0.132
114.46	83.63	0.132
114.46	83.62	0.132
114.47	83.61	0.132
114.47	83.60	0.132
114.47	83.60	0.132
114.46	83.64	0.132
114.46	83.62	0.132
114.47	83.60	0.132
114.47	83.60	0.132
114.47	83.59	0.132
114.47	83.61	0.132
114.47	83.58	0.132
114.48	83.56	0.132
114.48	83.55	0.132
114.48	83.55	0.132
114.48	83.57	0.132
114.47	83.59	0.132
114.48	83.57	0.132
114.48	83.56	0.132
114.48	83.55	0.132
114.48	83.55	0.132
114.48	83.54	0.132
114.47	83.58	0.132
114.48	83.54	0.132
114.49	83.52	0.132
114.49	83.51	0.132
114.49	83.50	0.132
114.49	83.49	0.132
114.49	83.49	0.132
114.48	83.53	0.132
114.48	83.53	0.132
114.49	83.51	0.132
114.49	83.50	0.132
114.49	83.49	0.132
114.49	83.49	0.132
114.49	83.52	0.132
114.49	83.48	0.132
114.50	83.46	0.132
114.50	83.45	0.132
114.50	83.45	0.132
114.50	83.47	0.132
114.49	83.48	0.132
114.50	83.46	0.132
114.50	83.45	0.132
114.50	83.45	0.132
114.50	83.44	0.132
114.50	83.47	0.132
114.50	83.44	0.132
114.50	83.42	0.132
114.51	83.41	0.132
114.51	83.40	0.132
114.51	83.40	0.132
114.51	83.39	0.132
114.51	83.38	0.132
114.50	83.43	0.132
114.50	83.43	0.132
114.51	83.41	0.132
114.51	83.40	0.132
114.51	83.40	0.132
114.51	83.39	0.132
114.51	83.38	0.132
114.51	83.37	0.132
114.50	83.42	0.132
114.51	83.37	0.132
114.52	83.35	0.132
114.52	83.34	0.132
114.52	83.34	0.132
114.52	83.33	0.132
114.53	83.32	0.132
114.53	83.31	0.132
114.53	83.30	0.132
114.53	83.30	0.132
114.52	83.36	0.132
114.52	83.36	0.132
114.52	83.34	0.132
114.52	83.34	0.132
114.52	83.33	0.132
114.53	83.32	0.132
114.53	83.31	0.132
114.53	83.30	0.132
114.53	83.30	0.132
114.53	83.29	0.132
114.52	83.35	0.132
114.53	83.29	0.132
114.54	83.27	0.132
114.54	83.26	0.132
114.54	83.25	0.132
114.54	83.25	0.132
114.54	83.24	0.132
114.54	83.23	0.132
114.55	83.22	0.132
114.55	83.21	0.132
114.55	83.20	0.132
114.53	83.28	0.132
114.53	83.28	0.132
114.54	83.26	0.132
114.54	83.25	0.132
114.54	83.25	0.132
114.54	83.24	0.132
114.54	83.23	0.132
114.55	83.22	0.132
114.55	83.21	0.132
114.55	83.20	0.132
114.55	83.20	0.132
114.54	83.27	0.132
114.55	83.20	0.132
114.55	83.18	0.132
114.55	83.17	0.132
114.56	83.16	0.132
114.56	83.15	0.132
114.56	83.15	0.132
114.56	83.14	0.132
114.56	83.13	0.132
114.56	83.12	0.132
114.55	83.19	0.132
114.55	83.18	0.132
114.55	83.17	0.132
114.56	83.16	0.132
114.56	83.15	0.132
114.56	83.15	0.132
114.56	83.14	0.132
114.56	83.13	0.132
114.56	83.12	0.132
114.57	83.11	0.132
114.55	83.19	0.132
114.57	83.11	0.132
114.57	83.10	0.132
114.57	83.09	0.132
114.57	83.08	0.132
114.58	83.07	0.132
114.58	83.06	0.132
114.58	83.05	0.132
114.57	83.10	0.132
114.57	83.10	0.132
114.57	83.09	0.132
114.57	83.08	0.132
114.58	83.07	0.132
114.58	83.06	0.132
114.58	83.05	0.132
114.58	83.05	0.132
114.57	83.10	0.132
114.58	83.05	0.132
114.58	83.03	0.132
114.59	83.02	0.132
114.59	83.01	0.132
114.59	83.01	0.132
114.58	83.04	0.132
114.58	83.04	0.132
114.59	83.02	0.132
114.59	83.01	0.132
114.59	83.01	0.132
114.59	83.00	0.132
114.59	82.99	0.132
114.58	83.03	0.132
114.59	83.00	0.132
114.59	82.98	0.132
114.60	82.97	0.132
114.60	82.96	0.132
114.59	82.99	0.132
114.59	82.98	0.132
114.60	82.96	0.132
114.60	82.95	0.132
114.60	82.95	0.132
114.60	82.94	0.132
114.60	82.97	0.132
114.60	82.95	0.132
114.60	82.94	0.132
114.60	82.93	0.132
114.60	82.92	0.132
114.61	82.91	0.132
114.61	82.90	0.132
114.60	82.95	0.132
114.60	82.93	0.132
114.61	82.91	0.132
114.61	82.90	0.132
114.61	82.90	0.132
114.60	82.92	0.132
114.61	82.90	0.132
114.61	82.88	0.132
114.61	82.87	0.132
114.62	82.86	0.132
114.62	82.85	0.132
114.62	82.85	0.132
114.61	82.89	0.132
114.61	82.89	0.132
114.61	82.87	0.132
114.62	82.86	0.132
114.62	82.85	0.132
114.62	82.85	0.132
114.62	82.84	0.132
114.61	82.88	0.132
114.62	82.84	0.132
114.63	82.82	0.132
114.63	82.81	0.132
114.63	82.81	0.132
114.63	82.80	0.132
114.63	82.79	0.132
114.63	82.78	0.132
114.62	82.83	0.132
114.62	82.83	0.132
114.63	82.81	0.132
114.63	82.81	0.132
114.63	82.80	0.132
114.63	82.79	0.132
114.63	82.78	0.132
114.64	82.77	0.132
114.63	82.82	0.132
114.64	82.77	0.132
114.64	82.75	0.132
114.64	82.75	0.132
114.64	82.74	0.132
114.64	82.73	0.132
114.65	82.72	0.132
114.64	82.76	0.132
114.64	82.76	0.132
114.64	82.75	0.132
114.64	82.74	0.132
114.64	82.73	0.132
114.65	82.72	0.132
114.65	82.71	0.132
114.64	82.75	0.132
114.65	82.71	0.132
114.65	82.70	0.132
114.65	82.69	0.132
114.65	82.68	0.132
114.65	82.67	0.132
114.66	82.66	0.132
114.65	82.70	0.132
114.65	82.70	0.132
114.65	82.69	0.132
114.65	82.68	0.132
114.65	82.67	0.132
114.66	82.66	0.132
114.66	82.65	0.132
114.66	82.65	0.132
114.65	82.70	0.132
114.66	82.65	0.132
114.66	82.64	0.132
114.66	82.63	0.132
114.66	82.62	0.132
114.66	82.65	0.132
114.66	82.64	0.132
114.66	82.62	0.132
114.67	82.61	0.132
114.67	82.60	0.132
114.67	82.60	0.132
114.66	82.63	0.132
114.67	82.61	0.132
114.67	82.60	0.132
114.67	82.59	0.132
114.67	82.58	0.132
114.68	82.57	0.132
114.68	82.56	0.132
114.68	82.56	0.132
114.67	82.60	0.132
114.67	82.58	0.132
114.68	82.57	0.132
114.68	82.56	0.132
114.68	82.56	0.132
114.68	82.55	0.132
114.68	82.54	0.132
114.68	82.53	0.132
114.67	82.59	0.132
114.68	82.55	0.132
114.68	82.53	0.132
114.69	82.52	0.132
114.69	82.51	0.132
114.69	82.51	0.132
114.69	82.50	0.132
114.68	82.54	0.132
114.69	82.51	0.132
114.69	82.51	0.132
114.69	82.50	0.132
114.69	82.49	0.132
114.69	82.48	0.132
114.70	82.47	0.132
114.70	82.46	0.132
114.70	82.45	0.132
114.70	82.45	0.132
114.69	82.52	0.132
114.69	82.49	0.132
114.70	82.47	0.132
114.70	82.46	0.132
114.70	82.45	0.132
114.70	82.45	0.132
114.70	82.44	0.132
114.70	82.43	0.132
114.70	82.42	0.132
114.71	82.41	0.132
114.71	82.40	0.132
114.71	82.40	0.132
114.71	82.39	0.132
114.69	82.48	0.132
114.70	82.44	0.132
114.70	82.42	0.132
114.71	82.41	0.132
114.71	82.40	0.132
114.71	82.40	0.132
114.71	82.39	0.132
114.71	82.38	0.132
114.71	82.37	0.132
114.72	82.36	0.132
114.72	82.35	0.132
114.72	82.35	0.132
114.72	82.34	0.132
114.72	82.33	0.132
114.70	82.43	0.132
114.71	82.38	0.132
114.72	82.36	0.132
114.72	82.35	0.132
114.72	82.35	0.132
114.72	82.34	0.132
114.72	82.33	0.132
114.73	82.32	0.132
114.73	82.31	0.132
114.73	82.30	0.132
114.73	82.30	0.132
114.71	82.37	0.132
114.73	82.32	0.132
114.73	82.30	0.132
114.73	82.30	0.132
114.73	82.29	0.132
114.73	82.28	0.132
114.74	82.27	0.132
114.73	82.31	0.132
114.73	82.29	0.132
114.74	82.27	0.132
114.74	82.26	0.132
114.74	82.26	0.132
114.74	82.25	0.131
114.74	82.24	0.131
114.73	82.28	0.132
114.74	82.26	0.132
114.74	82.25	0.131
114.74	82.24	0.131
114.74	82.23	0.131
114.74	82.26	0.132
114.74	82.23	0.131
114.75	82.21	0.131
114.75	82.20	0.131
114.75	82.20	0.131
114.75	82.19	0.131
114.75	82.18	0.131
114.75	82.17	0.131
114.75	82.22	0.131
114.75	82.22	0.131
114.75	82.20	0.131
114.75	82.20	0.131
114.75	82.19	0.131
114.75	82.18	0.131
114.75	82.17	0.131
114.76	82.16	0.131
114.75	82.21	0.131
114.76	82.16	0.131
114.76	82.15	0.131
114.76	82.14	0.131
114.76	82.13	0.131
114.76	82.12	0.131
114.77	82.11	0.131
114.76	82.16	0.131
114.76	82.15	0.131
114.76	82.14	0.131
114.76	82.13	0.131
114.76	82.12	0.131
114.77	82.11	0.131
114.77	82.11	0.131
114.76	82.16	0.131
114.77	82.11	0.131
114.77	82.09	0.131
114.77	82.08	0.131
114.78	82.07	0.131
114.77	82.10	0.131
114.77	82.10	0.131
114.77	82.08	0.131
114.78	82.07	0.131
114.78	82.06	0.131
114.77	82.09	0.131
114.78	82.06	0.131
114.78	82.05	0.131
114.78	82.04	0.131
114.78	82.03	0.131
114.79	82.02	0.131
114.78	82.06	0.131
114.78	82.06	0.131
114.78	82.04	0.131
114.78	82.03	0.131
114.79	82.02	0.131
114.78	82.05	0.131
114.79	82.01	0.131
114.79	82.00	0.131
114.79	81.99	0.131
114.79	81.98	0.131
114.80	81.97	0.131
114.79	82.01	0.131
114.79	82.01	0.131
114.79	82.00	0.131
114.79	81.99	0.131
114.79	81.98	0.131
114.80	81.97	0.131
114.80	81.96	0.131
114.79	82.01	0.131
114.80	81.96	0.131
114.80	81.95	0.131
114.80	81.94	0.131
114.80	81.93	0.131
114.80	81.92	0.131
114.81	81.91	0.131
114.80	81.96	0.131
114.80	81.96	0.131
114.80	81.94	0.131
114.80	81.93	0.131
114.80	81.92	0.131
114.81	81.91	0.131
114.81	81.91	0.131
114.81	81.90	0.131
114.80	81.95	0.131
